time_s,pc_Pa
0.500533586,1253015.889561303
0.500533935,1254175.955425594
0.500534285,1255336.909698436
0.500534636,1256498.752543311
0.500534986,1257661.484122100
0.500535337,1258825.104594663
0.500535689,1259989.614120110
0.500536040,1261155.012854638
0.500536393,1262321.300954135
0.500536745,1263488.478571984
0.500537098,1264656.545859927
0.500537452,1265825.502968987
0.500537805,1266995.350047628
0.500538160,1268166.087243138
0.500538514,1269337.714700670
0.500538869,1270510.232564697
0.500539224,1271683.640976554
0.500539580,1272857.940077397
0.500539936,1274033.130005707
0.500540293,1275209.210898797
0.500540650,1276386.182892299
0.500541007,1277564.046119633
0.500541365,1278742.800713046
0.500541723,1279922.446802549
0.500542082,1281102.984517537
0.500542441,1282284.413984605
0.500542800,1283466.735328616
0.500543160,1284649.948673840
0.500543520,1285834.054141689
0.500543880,1287019.051851829
0.500544241,1288204.941923361
0.500544603,1289391.724472465
0.500544964,1290579.399614166
0.500545327,1291767.967461125
0.500545689,1292957.428124849
0.500546052,1294147.781715083
0.500546415,1295339.028339813
0.500546779,1296531.168104602
0.500547143,1297724.201113872
0.500547508,1298918.127469599
0.500547873,1300112.947272619
0.500548238,1301308.660621969
0.500548604,1302505.267614890
0.500548970,1303702.768346130
0.500549337,1304901.162909298
0.500549704,1306100.451396188
0.500550072,1307300.633896058
0.500550439,1308501.710497036
0.500550808,1309703.681285413
0.500551176,1310906.546344912
0.500551546,1312110.305758125
0.500551915,1313314.959605790
0.500552285,1314520.507966042
0.500552655,1315726.950916646
0.500553026,1316934.288531215
0.500553397,1318142.520883773
0.500553769,1319351.648044917
0.500554141,1320561.670084127
0.500554513,1321772.587068192
0.500554886,1322984.399063595
0.500555259,1324197.106133305
0.500555633,1325410.708338359
0.500556007,1326625.205738687
0.500556382,1327840.598392296
0.500556756,1329056.886355265
0.500557132,1330274.069680885
0.500557508,1331492.148421348
0.500557884,1332711.122626899
0.500558260,1333930.992345832
0.500558637,1335151.757623597
0.500559015,1336373.418503654
0.500559393,1337595.975029276
0.500559771,1338819.427239966
0.500560150,1340043.775174138
0.500560529,1341269.018868219
0.500560908,1342495.158355702
0.500561288,1343722.193669007
0.500561669,1344950.124837588
0.500562050,1346178.951890792
0.500562431,1347408.674854029
0.500562813,1348639.293750659
0.500563195,1349870.808603964
0.500563577,1351103.219433219
0.500563960,1352336.526255636
0.500564344,1353570.729088377
0.500564728,1354805.827944528
0.500565112,1356041.822836123
0.500565496,1357278.713772087
0.500565882,1358516.500760295
0.500566267,1359755.183806541
0.500566653,1360994.762914533
0.500567040,1362235.238084816
0.500567426,1363476.609316885
0.500567814,1364718.876608140
0.500568201,1365962.039952765
0.500568590,1367206.099343908
0.500568978,1368451.054772596
0.500569367,1369696.906226596
0.500569757,1370943.653693225
0.500570147,1372191.297156497
0.500570537,1373439.836597707
0.500570928,1374689.271998296
0.500571319,1375939.603334052
0.500571711,1377190.830582086
0.500572103,1378442.953714981
0.500572495,1379695.972704310
0.500572888,1380949.887519462
0.500573282,1382204.698126407
0.500573676,1383460.404490121
0.500574070,1384717.006573371
0.500574465,1385974.504335464
0.500574860,1387232.897734718
0.500575255,1388492.186727220
0.500575651,1389752.371266834
0.500576048,1391013.451303888
0.500576445,1392275.426787737
0.500576842,1393538.297664177
0.500577240,1394802.063879351
0.500577639,1396066.725374511
0.500578037,1397332.282088609
0.500578436,1398598.733960980
0.500578836,1399866.080925992
0.500579236,1401134.322915695
0.500579637,1402403.459862560
0.500580038,1403673.491694010
0.500580439,1404944.418336527
0.500580841,1406216.239712863
0.500581243,1407488.955746255
0.500581646,1408762.566354782
0.500582050,1410037.071454153
0.500582453,1411312.470960599
0.500582857,1412588.764785114
0.500583262,1413865.952836300
0.500583667,1415144.035023326
0.500584073,1416423.011250038
0.500584479,1417702.881419375
0.500584885,1418983.645430379
0.500585292,1420265.303181187
0.500585699,1421547.854567542
0.500586107,1422831.299482777
0.500586515,1424115.637816265
0.500586924,1425400.869456487
0.500587333,1426686.994289502
0.500587743,1427974.012198932
0.500588153,1429261.923064367
0.500588564,1430550.726764523
0.500588975,1431840.423174044
0.500589386,1433131.012166712
0.500589798,1434422.493613840
0.500590211,1435714.867384267
0.500590623,1437008.133342688
0.500591037,1438302.291352954
0.500591451,1439597.341276417
0.500591865,1440893.282970232
0.500592280,1442190.116292427
0.500592695,1443487.841095111
0.500593111,1444786.457227834
0.500593527,1446085.964539326
0.500593943,1447386.362875778
0.500594360,1448687.652080837
0.500594778,1449989.831993826
0.500595196,1451292.902455048
0.500595614,1452596.863296877
0.500596033,1453901.714354481
0.500596453,1455207.455456838
0.500596873,1456514.086432134
0.500597293,1457821.607105968
0.500597714,1459130.017299476
0.500598135,1460439.316833023
0.500598557,1461749.505524358
0.500598980,1463060.583186712
0.500599402,1464372.549632559
0.500599826,1465685.404671737
0.500600249,1466999.148111440
0.500600673,1468313.779754268
0.500601098,1469629.299402080
0.500601523,1470945.706854073
0.500601949,1472263.001904791
0.500602375,1473581.184348048
0.500602802,1474900.253974977
0.500603229,1476220.210574015
0.500603656,1477541.053928869
0.500604084,1478862.783822538
0.500604513,1480185.400035308
0.500604942,1481508.902342672
0.500605371,1482833.290519435
0.500605801,1484158.564337664
0.500606232,1485484.723566680
0.500606663,1486811.767970933
0.500607094,1488139.697314203
