time_s,pc_Pa
2.031351860,2634365.986121280
2.032408038,2631161.153108453
2.037799991,2628145.298298141
2.039934597,2631483.454094249
2.042632280,2628352.816163534
2.045497426,2631720.034259448
2.047469779,2628559.895616031
2.051823369,2631988.745021155
2.053334439,2628810.664814673
2.065071772,2632553.983526003
2.066086083,2629358.113266673
2.070452574,2626308.434929164
2.072698538,2629639.496286487
2.075256595,2626513.597736544
2.078314457,2629877.461731235
2.080208421,2626724.550640134
2.085077115,2630163.800601229
2.086520479,2626993.523938148
2.106333509,2631068.404289456
2.107159430,2627877.166156291
2.109352204,2624746.769321135
2.113119290,2628128.745246861
2.114783528,2624977.152445687
2.122323721,2628517.923081679
2.123536709,2625349.413864665
2.135817590,2622653.888545295
2.138383150,2625984.278912164
2.140635135,2622860.955406995
2.144313786,2626232.492894706
2.146015832,2623089.710609787
2.153130695,2626602.495146532
2.154379552,2623444.532071064
2.170178630,2620904.147275051
2.173321093,2624256.787316832
2.175226010,2621123.184657102
2.180358501,2624547.585929262
2.181799027,2621402.774412682
2.210407922,2625800.818543576
2.211113692,2622640.329933508
2.212593105,2619515.144621272
2.234041894,2623603.299075578
2.234856939,2620453.458444094
2.236890106,2617357.108985275
2.241560080,2620731.756795723
2.243092992,2617616.288823077
2.258568328,2621440.835692881
2.259512134,2618305.082285101
2.262531706,2615258.428886476
2.265410380,2618549.143321295
2.267528313,2615466.417691042
2.271928959,2618818.626784938
2.273522009,2615715.723922646
2.285530552,2619382.300617313
2.286580763,2616260.707280976
2.290920971,2613278.551455776
2.293345943,2616540.409542284
2.295897666,2613485.274157840
2.299310756,2616785.988548621
2.301183912,2613704.228738699
2.307193503,2617110.642092923
2.308579919,2614010.858860265
2.360194602,2614420.049739108
2.361386470,2611342.055143416
2.368906643,2608532.504176168
2.371279874,2611745.465073071
2.374002077,2608734.520274373
2.377324344,2611992.546305269
2.379284633,2608947.469218202
2.384967465,2612305.288651978
2.386415683,2609238.025614250
2.427051230,2611794.165497781
2.427911800,2608710.718132235
2.430102957,2605683.689465624
2.434687763,2608983.772720601
2.436313198,2605936.514157269
2.450294894,2609615.400215301
2.451314201,2606548.301887719
2.454854121,2603585.727592687
2.457657032,2606803.742654898
2.459976807,2603793.451142385
2.464212238,2607067.032221518
2.465923637,2604034.053651587
2.476317102,2607554.560145689
2.477470235,2604502.331789094
2.483171973,2601636.161097832
2.485614870,2604830.693481736
2.488346458,2601845.883225590
